gene,ocr_id,distance_to_tss
Gzmg,ImmGenATAC1219.peak_153448,4057
Gzmk,ImmGenATAC1219.peak_142137,42
Gzmm,ImmGenATAC1219.peak_53893,242
Gzmn,ImmGenATAC1219.peak_153449,2450
H13,ImmGenATAC1219.peak_289656,1
H19,ImmGenATAC1219.peak_448985,68
H1f0,ImmGenATAC1219.peak_178568,184
H1f1,ImmGenATAC1219.peak_122258,46
H1f10,ImmGenATAC1219.peak_404678,158
H1f2,ImmGenATAC1219.peak_122240,1
H1f3,ImmGenATAC1219.peak_122168,25
H1f4,ImmGenATAC1219.peak_122198,5
H1f5,ImmGenATAC1219.peak_121954,44
H1f6,ImmGenATAC1219.peak_122213,536
H1f7,ImmGenATAC1219.peak_183608,654
H1f8,ImmGenATAC1219.peak_411114,737
H2-Aa,ImmGenATAC1219.peak_213167,98
H2-Ab1,ImmGenATAC1219.peak_213143,55
H2-Bl,ImmGenATAC1219.peak_213995,69
H2-D1,ImmGenATAC1219.peak_213639,78
H2-DMa,ImmGenATAC1219.peak_213060,144
H2-DMb1,ImmGenATAC1219.peak_213085,57
H2-DMb2,ImmGenATAC1219.peak_213078,19
H2-Ea,ImmGenATAC1219.peak_213208,1367
H2-Eb1,ImmGenATAC1219.peak_213179,41
H2-Eb2,ImmGenATAC1219.peak_213198,70
H2-K1,ImmGenATAC1219.peak_212978,54
H2-K2,ImmGenATAC1219.peak_212965,130
H2-Ke6,ImmGenATAC1219.peak_212992,25
H2-L,ImmGenATAC1219.peak_213639,107
H2-M1,ImmGenATAC1219.peak_214112,6334
H2-M10.1,ImmGenATAC1219.peak_214088,10542
H2-M10.2,ImmGenATAC1219.peak_214083,168
H2-M10.3,ImmGenATAC1219.peak_214091,10668
H2-M10.4,ImmGenATAC1219.peak_214106,11751
H2-M10.5,ImmGenATAC1219.peak_214121,2049
H2-M10.6,ImmGenATAC1219.peak_214126,11884
H2-M11,ImmGenATAC1219.peak_214110,28498
H2-M2,ImmGenATAC1219.peak_214277,106
H2-M3,ImmGenATAC1219.peak_214258,49
H2-M5,ImmGenATAC1219.peak_214197,734
H2-M9,ImmGenATAC1219.peak_214111,11908
H2-Oa,ImmGenATAC1219.peak_213028,55
H2-Ob,ImmGenATAC1219.peak_213130,52
H2-Q1,ImmGenATAC1219.peak_213664,85
H2-Q10,ImmGenATAC1219.peak_213728,61
H2-Q2,ImmGenATAC1219.peak_213673,204
H2-Q4,ImmGenATAC1219.peak_213687,100
H2-Q5,ImmGenATAC1219.peak_213696,18
H2-Q6,ImmGenATAC1219.peak_213711,61
H2-Q7,ImmGenATAC1219.peak_213721,59
H2-Q8,ImmGenATAC1219.peak_213711,58
H2-Q9,ImmGenATAC1219.peak_213721,71
H2-T-ps,ImmGenATAC1219.peak_214004,48
H2-T10,ImmGenATAC1219.peak_214007,70
H2-T22,ImmGenATAC1219.peak_213988,46
H2-T23,ImmGenATAC1219.peak_213983,34
H2-T24,ImmGenATAC1219.peak_213973,47
H2-T3,ImmGenATAC1219.peak_214038,2410
H2-T9,ImmGenATAC1219.peak_213988,96
H2ab3,ImmGenATAC1219.peak_508823,11204
H2ac1,ImmGenATAC1219.peak_122308,1303
H2ac10,ImmGenATAC1219.peak_122159,71
H2ac11,ImmGenATAC1219.peak_122040,226
H2ac12,ImmGenATAC1219.peak_122036,77
H2ac13,ImmGenATAC1219.peak_121931,98
H2ac15,ImmGenATAC1219.peak_121949,1008
H2ac18,ImmGenATAC1219.peak_313084,2072
H2ac19,ImmGenATAC1219.peak_313084,2112
H2ac20,ImmGenATAC1219.peak_313069,55
H2ac21,ImmGenATAC1219.peak_313066,125
H2ac22,ImmGenATAC1219.peak_121958,126
H2ac23,ImmGenATAC1219.peak_121960,12362
H2ac24,ImmGenATAC1219.peak_121960,12262
H2ac4,ImmGenATAC1219.peak_122247,84
H2ac6,ImmGenATAC1219.peak_122203,10
H2ac7,ImmGenATAC1219.peak_122177,67
H2ac8,ImmGenATAC1219.peak_122175,45
H2af-ps2,ImmGenATAC1219.peak_129176,213
H2aj,ImmGenATAC1219.peak_417160,22
H2al1a,ImmGenATAC1219.peak_502643,6038
H2al1b,ImmGenATAC1219.peak_502643,290
H2al1c,ImmGenATAC1219.peak_502643,3401
H2al1d,ImmGenATAC1219.peak_502643,18770
H2al1e,ImmGenATAC1219.peak_502643,9212
H2al1f,ImmGenATAC1219.peak_502643,3401
H2al1g,ImmGenATAC1219.peak_502643,12367
H2al1h,ImmGenATAC1219.peak_502643,15564
H2al1i,ImmGenATAC1219.peak_502643,3401
H2al1j,ImmGenATAC1219.peak_502644,18916
H2al1k,ImmGenATAC1219.peak_502430,12342
H2al1m,ImmGenATAC1219.peak_502424,6967
H2al1n,ImmGenATAC1219.peak_503299,68758
H2al1o,ImmGenATAC1219.peak_502471,12365
H2al2a,ImmGenATAC1219.peak_261251,5775
H2al2b,ImmGenATAC1219.peak_512541,85102
H2al2c,ImmGenATAC1219.peak_512541,85102
H2al3,ImmGenATAC1219.peak_502482,60850
H2ap,ImmGenATAC1219.peak_502482,58094
H2aw,ImmGenATAC1219.peak_77245,90
H2ax,ImmGenATAC1219.peak_481918,167
H2az1,ImmGenATAC1219.peak_322382,11
H2az2,ImmGenATAC1219.peak_67216,179
H2bc1,ImmGenATAC1219.peak_122307,1364
H2bc11,ImmGenATAC1219.peak_122040,22
H2bc12,ImmGenATAC1219.peak_122036,100
H2bc13,ImmGenATAC1219.peak_121931,130
H2bc14,ImmGenATAC1219.peak_121935,46
H2bc15,ImmGenATAC1219.peak_121949,845
H2bc18,ImmGenATAC1219.peak_313090,7918
H2bc21,ImmGenATAC1219.peak_313069,136
H2bc22,ImmGenATAC1219.peak_121958,113
H2bc23,ImmGenATAC1219.peak_121960,11014
H2bc3,ImmGenATAC1219.peak_122245,119
H2bc4,ImmGenATAC1219.peak_122203,229
H2bc6,ImmGenATAC1219.peak_122184,103
H2bc7,ImmGenATAC1219.peak_122177,106
H2bc8,ImmGenATAC1219.peak_122175,134
H2bc9,ImmGenATAC1219.peak_122164,67
H2bfm,ImmGenATAC1219.peak_509456,88
H2bl1,ImmGenATAC1219.peak_138171,8852
H2bu1-ps,ImmGenATAC1219.peak_77245,82
H2bu2,ImmGenATAC1219.peak_77240,100
H3c1,ImmGenATAC1219.peak_122256,46
H3c10,ImmGenATAC1219.peak_121933,42
H3c11,ImmGenATAC1219.peak_121956,50
H3c13,ImmGenATAC1219.peak_313090,6872
H3c14,ImmGenATAC1219.peak_313084,880
H3c15,ImmGenATAC1219.peak_313084,865
H3c2,ImmGenATAC1219.peak_122249,97
H3c3,ImmGenATAC1219.peak_122242,129
H3c4,ImmGenATAC1219.peak_122178,25
H3c6,ImmGenATAC1219.peak_122173,960
H3c7,ImmGenATAC1219.peak_122164,540
H3c8,ImmGenATAC1219.peak_122162,175
H3f3a,ImmGenATAC1219.peak_33790,2
H3f3b,ImmGenATAC1219.peak_93444,76
H3f3c,ImmGenATAC1219.peak_281973,3043
H3f4,ImmGenATAC1219.peak_77249,1334
H4bc24,ImmGenATAC1219.peak_121960,12529
H4c1,ImmGenATAC1219.peak_122253,53
H4c11,ImmGenATAC1219.peak_121943,20
H4c12,ImmGenATAC1219.peak_121947,7
H4c14,ImmGenATAC1219.peak_313090,1536
H4c17,ImmGenATAC1219.peak_121960,10983
H4c18,ImmGenATAC1219.peak_121960,9469
H4c2,ImmGenATAC1219.peak_122251,47
H4c3,ImmGenATAC1219.peak_122213,2112
H4c4,ImmGenATAC1219.peak_122179,2
H4c6,ImmGenATAC1219.peak_122166,49
H4c8,ImmGenATAC1219.peak_122158,620
H4c9,ImmGenATAC1219.peak_122039,10
H4f16,ImmGenATAC1219.peak_417159,701
H60b,ImmGenATAC1219.peak_42861,72
H60c,ImmGenATAC1219.peak_37957,859
H6pd,ImmGenATAC1219.peak_356263,46
Haao,ImmGenATAC1219.peak_224098,103
Habp2,ImmGenATAC1219.peak_256047,2437
Habp4,ImmGenATAC1219.peak_132674,85
Hacd1,ImmGenATAC1219.peak_260576,98
Hacd2,ImmGenATAC1219.peak_193857,53
Hacd3,ImmGenATAC1219.peak_487780,49
Hacd4,ImmGenATAC1219.peak_340124,34
Hace1,ImmGenATAC1219.peak_47371,39
Hacl1,ImmGenATAC1219.peak_148928,67
Hadh,ImmGenATAC1219.peak_320823,61
Hadha,ImmGenATAC1219.peak_362593,21
Hadhb,ImmGenATAC1219.peak_362594,48
Hagh,ImmGenATAC1219.peak_209514,64
Haghl,ImmGenATAC1219.peak_209798,6
Haglr,ImmGenATAC1219.peak_274486,62
Hal,ImmGenATAC1219.peak_57906,170
Halr1,ImmGenATAC1219.peak_398105,5394
Hamp,ImmGenATAC1219.peak_424992,227
Hamp2,ImmGenATAC1219.peak_424985,1401
Hand1,ImmGenATAC1219.peak_76930,343
Hand2,ImmGenATAC1219.peak_458643,105
Hand2os1,ImmGenATAC1219.peak_458643,228
Hao1,ImmGenATAC1219.peak_286044,961
Hao2,ImmGenATAC1219.peak_313870,2219
Hap1,ImmGenATAC1219.peak_88548,3
Hapln1,ImmGenATAC1219.peak_135526,948
Hapln2,ImmGenATAC1219.peak_311123,460
Hapln3,ImmGenATAC1219.peak_432524,53
Hapln4,ImmGenATAC1219.peak_460457,41
Harbi1,ImmGenATAC1219.peak_277139,37
Hars,ImmGenATAC1219.peak_232210,45
Hars2,ImmGenATAC1219.peak_232210,48
Has1,ImmGenATAC1219.peak_208595,1595
Has2,ImmGenATAC1219.peak_172931,125
Has2os,ImmGenATAC1219.peak_172928,2381
Has3,ImmGenATAC1219.peak_468168,28
Haspin,ImmGenATAC1219.peak_81071,78
Hat1,ImmGenATAC1219.peak_273426,95
Haus1,ImmGenATAC1219.peak_241246,88
Haus2,ImmGenATAC1219.peak_282278,2889
Haus3,ImmGenATAC1219.peak_363711,151
Haus4,ImmGenATAC1219.peak_152927,15
Haus5,ImmGenATAC1219.peak_424850,41
Haus6,ImmGenATAC1219.peak_339617,92
Haus7,ImmGenATAC1219.peak_506055,129
Haus8,ImmGenATAC1219.peak_460937,95
Havcr1,ImmGenATAC1219.peak_74238,487
Havcr2,ImmGenATAC1219.peak_74174,66
Hax1,ImmGenATAC1219.peak_311907,9
Hba-a1,ImmGenATAC1219.peak_71885,2414
Hba-a2,ImmGenATAC1219.peak_71885,2411
Hba-x,ImmGenATAC1219.peak_71882,1750
Hbb-b1,ImmGenATAC1219.peak_438301,69
Hbb-b2,ImmGenATAC1219.peak_438296,92
Hbb-bh1,ImmGenATAC1219.peak_438304,11
Hbb-bh2,ImmGenATAC1219.peak_438302,303
Hbb-bs,ImmGenATAC1219.peak_438301,70
Hbb-bt,ImmGenATAC1219.peak_438296,92
Hbb-y,ImmGenATAC1219.peak_438307,6071
Hbegf,ImmGenATAC1219.peak_232134,1
Hbp1,ImmGenATAC1219.peak_100433,32
Hbq1a,ImmGenATAC1219.peak_71888,3
Hbq1b,ImmGenATAC1219.peak_71886,4
Hbs1l,ImmGenATAC1219.peak_42547,3
Hc,ImmGenATAC1219.peak_266430,372
Hcar1,ImmGenATAC1219.peak_381789,175
Hcar2,ImmGenATAC1219.peak_381785,18
Hccs,ImmGenATAC1219.peak_512386,157
Hcfc1,ImmGenATAC1219.peak_506207,64
Hcfc1r1,ImmGenATAC1219.peak_209079,65
Hcfc2,ImmGenATAC1219.peak_55051,25
Hck,ImmGenATAC1219.peak_289894,16
Hcls1,ImmGenATAC1219.peak_194416,14
Hcn1,ImmGenATAC1219.peak_143107,51
Hcn2,ImmGenATAC1219.peak_53907,8
Hcn3,ImmGenATAC1219.peak_311519,32
Hcn4,ImmGenATAC1219.peak_485809,175
Hcrt,ImmGenATAC1219.peak_88743,1023
Hcrtr1,ImmGenATAC1219.peak_349828,11
Hcrtr2,ImmGenATAC1219.peak_490655,217
Hcst,ImmGenATAC1219.peak_424747,8
Hdac1,ImmGenATAC1219.peak_349556,102
Hdac10,ImmGenATAC1219.peak_181659,12
Hdac11,ImmGenATAC1219.peak_405789,87
Hdac2,ImmGenATAC1219.peak_44766,2
Hdac3,ImmGenATAC1219.peak_232381,29
Hdac4,ImmGenATAC1219.peak_16176,52
Hdac5,ImmGenATAC1219.peak_89324,86
Hdac6,ImmGenATAC1219.peak_502286,6193
Hdac7,ImmGenATAC1219.peak_183465,136
Hdac8,ImmGenATAC1219.peak_507935,5
Hdac9,ImmGenATAC1219.peak_101372,1676
Hdc,ImmGenATAC1219.peak_283623,12
Hddc2,ImmGenATAC1219.peak_44381,39
Hddc3,ImmGenATAC1219.peak_433066,24
Hdgf,ImmGenATAC1219.peak_311062,79
Hdgfl1,ImmGenATAC1219.peak_122843,753
Hdgfl2,ImmGenATAC1219.peak_218090,65
Hdgfl3,ImmGenATAC1219.peak_433670,108
Hdhd2,ImmGenATAC1219.peak_241038,4
Hdhd3,ImmGenATAC1219.peak_336953,116
Hdhd5,ImmGenATAC1219.peak_412563,75
Hdlbp,ImmGenATAC1219.peak_16656,21
Hdnr,ImmGenATAC1219.peak_458656,68
Hdx,ImmGenATAC1219.peak_508668,94
Heatr1,ImmGenATAC1219.peak_120050,8886
Heatr3,ImmGenATAC1219.peak_464919,29
Heatr4,ImmGenATAC1219.peak_109648,2594
Heatr5a,ImmGenATAC1219.peak_103494,79
Heatr5b,ImmGenATAC1219.peak_222629,137
Heatr6,ImmGenATAC1219.peak_84309,31
Heatr9,ImmGenATAC1219.peak_84168,145
Hebp1,ImmGenATAC1219.peak_416615,26
Hebp2,ImmGenATAC1219.peak_41508,119
Heca,ImmGenATAC1219.peak_41322,9
Hectd1,ImmGenATAC1219.peak_103440,94
Hectd2,ImmGenATAC1219.peak_251439,65
Hectd2os,ImmGenATAC1219.peak_251469,1137
Hectd3,ImmGenATAC1219.peak_345803,36
Hectd4,ImmGenATAC1219.peak_380737,37
Hecw1,ImmGenATAC1219.peak_120609,78
Hecw2,ImmGenATAC1219.peak_7589,163
Heg1,ImmGenATAC1219.peak_193358,19
Helb,ImmGenATAC1219.peak_63430,97
Hells,ImmGenATAC1219.peak_252136,106
Helq,ImmGenATAC1219.peak_374716,102
Helt,ImmGenATAC1219.peak_457431,2026
Helz,ImmGenATAC1219.peak_90988,125
Helz2,ImmGenATAC1219.peak_298390,13
Hemgn,ImmGenATAC1219.peak_333291,24
Hemk1,ImmGenATAC1219.peak_496698,66
Henmt1,ImmGenATAC1219.peak_317024,5
Hepacam,ImmGenATAC1219.peak_480293,1031
Hepacam2,ImmGenATAC1219.peak_389464,72
Heph,ImmGenATAC1219.peak_507221,40
Hephl1,ImmGenATAC1219.peak_476815,4209
Herc1,ImmGenATAC1219.peak_488225,66
Herc2,ImmGenATAC1219.peak_428732,52
Herc3,ImmGenATAC1219.peak_399886,26
Herc4,ImmGenATAC1219.peak_50426,60
Herc6,ImmGenATAC1219.peak_399744,15
Herpud1,ImmGenATAC1219.peak_466350,35
Herpud2,ImmGenATAC1219.peak_478305,71
Hes1,ImmGenATAC1219.peak_191972,178
Hes2,ImmGenATAC1219.peak_357097,70
Hes3,ImmGenATAC1219.peak_357185,512
Hes5,ImmGenATAC1219.peak_357935,227
Hes6,ImmGenATAC1219.peak_15881,101
Hes7,ImmGenATAC1219.peak_79747,213
Hesx1,ImmGenATAC1219.peak_147787,5696
Hexa,ImmGenATAC1219.peak_485936,122
Hexb,ImmGenATAC1219.peak_137624,69
Hexdc,ImmGenATAC1219.peak_95672,71
Hexim1,ImmGenATAC1219.peak_89600,36
Hexim2,ImmGenATAC1219.peak_89608,16
Hey1,ImmGenATAC1219.peak_298834,99
Hey2,ImmGenATAC1219.peak_44344,131
Heyl,ImmGenATAC1219.peak_347615,43
Hfe,ImmGenATAC1219.peak_122222,41
Hfm1,ImmGenATAC1219.peak_376247,9
Hgd,ImmGenATAC1219.peak_194487,26
Hgf,ImmGenATAC1219.peak_360074,62
Hgfac,ImmGenATAC1219.peak_363997,51
Hgh1,ImmGenATAC1219.peak_177607,18
Hgs,ImmGenATAC1219.peak_95380,96
Hgsnat,ImmGenATAC1219.peak_454422,37
Hhat,ImmGenATAC1219.peak_37172,43
Hhatl,ImmGenATAC1219.peak_500780,262
Hhex,ImmGenATAC1219.peak_251768,48
Hhip,ImmGenATAC1219.peak_462684,4
Hhipl1,ImmGenATAC1219.peak_115255,72
Hhipl2,ImmGenATAC1219.peak_34740,686
Hhla1,ImmGenATAC1219.peak_175296,727
Hibadh,ImmGenATAC1219.peak_398288,184
Hibch,ImmGenATAC1219.peak_7297,104
Hic1,ImmGenATAC1219.peak_81465,25
Hic2,ImmGenATAC1219.peak_188764,40
Hid1,ImmGenATAC1219.peak_93138,34
Hif1a,ImmGenATAC1219.peak_106840,57
Hif1an,ImmGenATAC1219.peak_253599,49
Hif3a,ImmGenATAC1219.peak_422157,732
Higd1a,ImmGenATAC1219.peak_500808,146
Higd1b,ImmGenATAC1219.peak_89505,1649
Higd1c,ImmGenATAC1219.peak_184421,10690
Higd2a,ImmGenATAC1219.peak_130370,61
Hikeshi,ImmGenATAC1219.peak_435057,39
Hilpda,ImmGenATAC1219.peak_392758,106
Hils1,ImmGenATAC1219.peak_86665,6
Hinfp,ImmGenATAC1219.peak_481892,74
Hint1,ImmGenATAC1219.peak_76431,59
Hint2,ImmGenATAC1219.peak_332341,31
Hint3,ImmGenATAC1219.peak_44244,69
Hip1,ImmGenATAC1219.peak_384262,3
Hip1r,ImmGenATAC1219.peak_381826,137
Hipk1,ImmGenATAC1219.peak_315190,181
Hipk2,ImmGenATAC1219.peak_395343,1809
Hipk3,ImmGenATAC1219.peak_279567,94
Hipk4,ImmGenATAC1219.peak_423810,2448
Hira,ImmGenATAC1219.peak_189310,177
Hirip3,ImmGenATAC1219.peak_444242,43
Hivep1,ImmGenATAC1219.peak_126731,16
Hivep2,ImmGenATAC1219.peak_40582,157
Hivep3,ImmGenATAC1219.peak_346708,377
Hjurp,ImmGenATAC1219.peak_14686,4513
Hjv,ImmGenATAC1219.peak_313165,2026
Hk1,ImmGenATAC1219.peak_50147,1226
Hk1os,ImmGenATAC1219.peak_50137,54
Hk2,ImmGenATAC1219.peak_402808,80
Hk3,ImmGenATAC1219.peak_130512,544
Hkdc1,ImmGenATAC1219.peak_50158,3949
Hlcs,ImmGenATAC1219.peak_203145,21
Hlf,ImmGenATAC1219.peak_86071,12
Hltf,ImmGenATAC1219.peak_300386,234
Hlx,ImmGenATAC1219.peak_35204,195
Hmbox1,ImmGenATAC1219.peak_155910,75
Hmbs,ImmGenATAC1219.peak_481924,20
Hmces,ImmGenATAC1219.peak_404660,73
Hmcn1,ImmGenATAC1219.peak_25154,9
Hmcn2,ImmGenATAC1219.peak_265067,126
Hmg20a,ImmGenATAC1219.peak_484968,15
Hmg20b,ImmGenATAC1219.peak_54790,101
Hmga1,ImmGenATAC1219.peak_210543,35
Hmga1b,ImmGenATAC1219.peak_210543,44
Hmga2,ImmGenATAC1219.peak_63568,202
Hmga2-ps1,ImmGenATAC1219.peak_32403,13
Hmgb1,ImmGenATAC1219.peak_388595,59
Hmgb1-rs17,ImmGenATAC1219.peak_455255,1164
Hmgb2,ImmGenATAC1219.peak_458733,108
Hmgb3,ImmGenATAC1219.peak_505940,11
Hmgb4,ImmGenATAC1219.peak_349058,20075
Hmgb4os,ImmGenATAC1219.peak_349058,19927
Hmgcl,ImmGenATAC1219.peak_352158,316
Hmgcll1,ImmGenATAC1219.peak_490619,194
Hmgcr,ImmGenATAC1219.peak_137509,63
Hmgcs1,ImmGenATAC1219.peak_143305,103
Hmgcs2,ImmGenATAC1219.peak_313785,12
Hmgn1,ImmGenATAC1219.peak_203852,89
Hmgn2,ImmGenATAC1219.peak_351258,2
Hmgn3,ImmGenATAC1219.peak_491876,19
Hmgn5,ImmGenATAC1219.peak_508574,136
Hmgxb3,ImmGenATAC1219.peak_237037,63
Hmgxb4,ImmGenATAC1219.peak_461710,17
Hmmr,ImmGenATAC1219.peak_73034,141
Hmox1,ImmGenATAC1219.peak_461754,10
Hmox2,ImmGenATAC1219.peak_186116,54
Hmx1,ImmGenATAC1219.peak_364097,362
Hmx2,ImmGenATAC1219.peak_445644,155
Hmx3,ImmGenATAC1219.peak_445635,72
Hnf1a,ImmGenATAC1219.peak_378905,59
Hnf1b,ImmGenATAC1219.peak_84344,225
Hnf4a,ImmGenATAC1219.peak_292781,3109
Hnf4aos,ImmGenATAC1219.peak_292788,513
Hnf4g,ImmGenATAC1219.peak_298612,101
Hnmt,ImmGenATAC1219.peak_262403,142
Hnrnpa0,ImmGenATAC1219.peak_131354,24
Hnrnpa1,ImmGenATAC1219.peak_185512,523
Hnrnpa1l2-ps2,ImmGenATAC1219.peak_167368,47647
Hnrnpa2b1,ImmGenATAC1219.peak_397920,1192
Hnrnpa3,ImmGenATAC1219.peak_274710,78
Hnrnpab,ImmGenATAC1219.peak_75247,62
Hnrnpc,ImmGenATAC1219.peak_152341,2954
Hnrnpd,ImmGenATAC1219.peak_374359,191
Hnrnpdl,ImmGenATAC1219.peak_374378,249
Hnrnpf,ImmGenATAC1219.peak_411729,71
Hnrnph1,ImmGenATAC1219.peak_75000,91
Hnrnph2,ImmGenATAC1219.peak_509221,125
Hnrnph3,ImmGenATAC1219.peak_50359,1429
Hnrnpk,ImmGenATAC1219.peak_131436,12
Hnrnpl,ImmGenATAC1219.peak_424219,170
Hnrnpll,ImmGenATAC1219.peak_223075,123
Hnrnpm,ImmGenATAC1219.peak_212860,12
Hnrnpr,ImmGenATAC1219.peak_352345,78
Hnrnpu,ImmGenATAC1219.peak_32879,69
Hnrnpul1,ImmGenATAC1219.peak_423542,61
Hnrnpul2,ImmGenATAC1219.peak_245800,8652
Hoatz,ImmGenATAC1219.peak_483856,153
Hoga1,ImmGenATAC1219.peak_252885,112
Homer1,ImmGenATAC1219.peak_136457,34
Homer2,ImmGenATAC1219.peak_433599,97
Homer3,ImmGenATAC1219.peak_460531,54
Homez,ImmGenATAC1219.peak_153038,216
Hook1,ImmGenATAC1219.peak_341213,162
Hook2,ImmGenATAC1219.peak_464126,125
Hook3,ImmGenATAC1219.peak_454464,37
Hopx,ImmGenATAC1219.peak_371465,3
Hormad1,ImmGenATAC1219.peak_312791,12094
Hormad2,ImmGenATAC1219.peak_66508,124
Hotair,ImmGenATAC1219.peak_185396,2201
Hotairm1,ImmGenATAC1219.peak_398122,135
Hotairm2,ImmGenATAC1219.peak_398121,1189
Hottip,ImmGenATAC1219.peak_398188,451
Hoxa1,ImmGenATAC1219.peak_398122,71
Hoxa10,ImmGenATAC1219.peak_398172,385
Hoxa11,ImmGenATAC1219.peak_398175,241
Hoxa11os,ImmGenATAC1219.peak_398174,184
Hoxa13,ImmGenATAC1219.peak_398186,93
Hoxa2,ImmGenATAC1219.peak_398128,295
Hoxa3,ImmGenATAC1219.peak_398151,162
Hoxa4,ImmGenATAC1219.peak_398138,28
Hoxa5,ImmGenATAC1219.peak_398145,101
Hoxa6,ImmGenATAC1219.peak_398146,103
Hoxa7,ImmGenATAC1219.peak_398155,561
Hoxa9,ImmGenATAC1219.peak_398161,1132
Hoxaas2,ImmGenATAC1219.peak_398129,178
Hoxaas3,ImmGenATAC1219.peak_398144,2708
Hoxb1,ImmGenATAC1219.peak_87179,221
Hoxb13,ImmGenATAC1219.peak_87108,62
Hoxb2,ImmGenATAC1219.peak_87175,313
Hoxb3,ImmGenATAC1219.peak_87173,543
Hoxb3os,ImmGenATAC1219.peak_87177,2
Hoxb4,ImmGenATAC1219.peak_87162,77
Hoxb5,ImmGenATAC1219.peak_87152,297
Hoxb5os,ImmGenATAC1219.peak_87155,237
Hoxb6,ImmGenATAC1219.peak_87148,140
Hoxb7,ImmGenATAC1219.peak_87140,78
Hoxb8,ImmGenATAC1219.peak_87136,1342
Hoxb9,ImmGenATAC1219.peak_87128,169
Hoxc10,ImmGenATAC1219.peak_185403,160
Hoxc11,ImmGenATAC1219.peak_185397,51
Hoxc12,ImmGenATAC1219.peak_185393,322
Hoxc13,ImmGenATAC1219.peak_185388,104
Hoxc4,ImmGenATAC1219.peak_185441,201
Hoxc5,ImmGenATAC1219.peak_185436,258
Hoxc6,ImmGenATAC1219.peak_185432,112
Hoxc8,ImmGenATAC1219.peak_185418,22
Hoxc9,ImmGenATAC1219.peak_185410,205
Hoxd1,ImmGenATAC1219.peak_274486,21
Hoxd10,ImmGenATAC1219.peak_274437,135
Hoxd11,ImmGenATAC1219.peak_274426,432
Hoxd12,ImmGenATAC1219.peak_274425,445
Hoxd13,ImmGenATAC1219.peak_274419,36
Hoxd3,ImmGenATAC1219.peak_274451,125
Hoxd3os1,ImmGenATAC1219.peak_274454,173
Hoxd4,ImmGenATAC1219.peak_274456,97
Hoxd8,ImmGenATAC1219.peak_274448,65
Hoxd9,ImmGenATAC1219.peak_274440,65
Hp,ImmGenATAC1219.peak_468862,47
Hp1bp3,ImmGenATAC1219.peak_352956,134
Hpca,ImmGenATAC1219.peak_349394,26
Hpcal1,ImmGenATAC1219.peak_98626,79
Hpcal4,ImmGenATAC1219.peak_347589,82
Hpd,ImmGenATAC1219.peak_381570,3766
Hpdl,ImmGenATAC1219.peak_345779,46
Hpf1,ImmGenATAC1219.peak_458973,46
Hpgd,ImmGenATAC1219.peak_458541,28
Hpgds,ImmGenATAC1219.peak_400392,8
Hpn,ImmGenATAC1219.peak_425097,41
Hprt,ImmGenATAC1219.peak_505199,58
Hps1,ImmGenATAC1219.peak_253123,32
Hps3,ImmGenATAC1219.peak_300383,6
Hps4,ImmGenATAC1219.peak_377860,5
Hps5,ImmGenATAC1219.peak_427661,135
Hps6,ImmGenATAC1219.peak_254015,22
Hpse,ImmGenATAC1219.peak_374690,12
Hpse2,ImmGenATAC1219.peak_253200,5107
Hpx,ImmGenATAC1219.peak_438598,101
Hr,ImmGenATAC1219.peak_157318,22
Hras,ImmGenATAC1219.peak_448459,83
Hrc,ImmGenATAC1219.peak_427123,1354
Hrct1,ImmGenATAC1219.peak_332361,34
Hrg,ImmGenATAC1219.peak_190404,2202
Hrh1,ImmGenATAC1219.peak_410456,114
Hrh2,ImmGenATAC1219.peak_130224,8
Hrh3,ImmGenATAC1219.peak_297995,179
Hrh4,ImmGenATAC1219.peak_228701,28
Hrk,ImmGenATAC1219.peak_379809,154
Hrnr,ImmGenATAC1219.peak_312298,13401
Hrob,ImmGenATAC1219.peak_89331,92
Hs1bp3,ImmGenATAC1219.peak_96718,51
Hs2st1,ImmGenATAC1219.peak_323928,150
Hs3st1,ImmGenATAC1219.peak_365445,83
Hs3st2,ImmGenATAC1219.peak_442772,100
Hs3st3a1,ImmGenATAC1219.peak_78804,121
Hs3st3b1,ImmGenATAC1219.peak_78665,70
Hs3st4,ImmGenATAC1219.peak_443483,33
Hs3st5,ImmGenATAC1219.peak_44722,164
Hs3st6,ImmGenATAC1219.peak_209488,11
Hs6st1,ImmGenATAC1219.peak_3857,125
Hs6st2,ImmGenATAC1219.peak_505071,115
Hs6st3,ImmGenATAC1219.peak_163350,11
Hsbp1,ImmGenATAC1219.peak_471299,118
Hsbp1l1,ImmGenATAC1219.peak_241913,1458
Hscb,ImmGenATAC1219.peak_377254,117
Hsd11b1,ImmGenATAC1219.peak_37379,98
Hsd11b2,ImmGenATAC1219.peak_467642,46
Hsd17b1,ImmGenATAC1219.peak_88916,1205
Hsd17b10,ImmGenATAC1219.peak_510439,45
Hsd17b11,ImmGenATAC1219.peak_375517,134
Hsd17b12,ImmGenATAC1219.peak_278133,90
Hsd17b13,ImmGenATAC1219.peak_375497,928
Hsd17b14,ImmGenATAC1219.peak_427224,1039
Hsd17b2,ImmGenATAC1219.peak_471138,181
Hsd17b3,ImmGenATAC1219.peak_132640,2925
Hsd17b4,ImmGenATAC1219.peak_234658,35
Hsd17b6,ImmGenATAC1219.peak_65526,805
